"date","ville","pays","no2","o3","pm25","temp_max","temp_min","temp_moy","amplitude","humidite"
2024-07-20,"Helsinki","Finlande",4.4,41.45,4.53,22,14,18,8,93
2024-07-21,"Helsinki","Finlande",5.14,35.95,5.98,21,15,18,6,96
2024-07-22,"Helsinki","Finlande",6.65,41.45,7.82,23,16,19.5,7,94
2024-07-23,"Helsinki","Finlande",9.29,70.66,9.27,23,16,19.5,7,86
2024-07-24,"Helsinki","Finlande",6.47,55.39,6.1,23,17,20,6,87
2024-07-25,"Helsinki","Finlande",9.22,67.81,7.64,24,16,20,8,93
2024-07-26,"Helsinki","Finlande",10.54,70.63,7.39,24,15,19.5,9,75
2024-07-27,"Helsinki","Finlande",4.47,74.98,4.54,21,15,18,6,81
2024-07-28,"Helsinki","Finlande",3.7,80,4.34,23,15,19,8,95
2024-07-29,"Helsinki","Finlande",6.08,62.77,6.16,25,16,20.5,9,85
2024-07-30,"Helsinki","Finlande",4.05,54.53,3.39,23,15,19,8,95
2024-07-31,"Helsinki","Finlande",3.59,50.62,3.28,19,13,16,6,86
2024-08-01,"Helsinki","Finlande",3.12,36.02,2.85,17,12,14.5,5,94
2024-08-02,"Helsinki","Finlande",3.44,32.31,5,21,14,17.5,7,93
2024-08-03,"Helsinki","Finlande",5.36,42.72,4.08,22,13,17.5,9,92
2024-08-04,"Helsinki","Finlande",6.17,42.63,4.96,22,14,18,8,90
2024-08-05,"Helsinki","Finlande",8.98,30.87,6.03,21,14,17.5,7,92
2024-08-06,"Helsinki","Finlande",11.32,34.4,9.27,24,14,19,10,82
2024-08-07,"Helsinki","Finlande",8.6,45.52,5.39,22,16,19,6,79
2024-08-08,"Helsinki","Finlande",9.76,49.32,7.48,22,15,18.5,7,77
2024-08-09,"Helsinki","Finlande",9.62,62.06,7.9,23,16,19.5,7,80
2024-08-10,"Helsinki","Finlande",3.34,65.77,3.27,19,14,16.5,5,94
2024-08-11,"Helsinki","Finlande",2.93,49.24,2.64,20,13,16.5,7,86
2024-08-12,"Helsinki","Finlande",5.24,42.15,2.63,18,13,15.5,5,80
2024-08-13,"Helsinki","Finlande",7.74,42.17,4.18,23,12,17.5,11,85
2024-08-14,"Helsinki","Finlande",6.87,48.94,4.99,22,16,19,6,83
2024-08-15,"Helsinki",NA,6.995,65.545,7.075,22,14,18,8,82
2024-08-16,"Helsinki","Finlande",7.12,82.15,9.16,21,17,19,4,82
2024-08-17,"Helsinki","Finlande",3.49,68.33,4.44,21,13,17,8,94
2024-08-18,"Helsinki","Finlande",3.33,64.86,4.21,21,13,17,8,85
2024-08-19,"Helsinki","Finlande",5.99,75.35,4.65,21,13,17,8,91
2024-08-20,"Helsinki","Finlande",12.23,67.05,4.64,20,11,15.5,9,77
2024-08-21,"Helsinki","Finlande",4.9,65.54,5.67,21,14,17.5,7,82
2024-08-22,"Helsinki","Finlande",6.65,73.22,3.9,19,15,17,4,95
2024-08-23,"Helsinki","Finlande",7.02,60.45,4.27,20,13,16.5,7,88
2024-08-24,"Helsinki","Finlande",3.73,66.62,5.42,20,14,17,6,90
2024-08-25,"Helsinki","Finlande",5.01,77.66,6.89,26,14,20,12,87
2024-08-26,"Helsinki","Finlande",3.59,65.78,7.89,19,14,16.5,5,80
2024-08-27,"Helsinki","Finlande",4.75,68.98,12.59,21,13,17,8,83
2024-08-28,"Helsinki","Finlande",6.58,66.85,12.29,22,13,17.5,9,93
2024-08-29,"Helsinki","Finlande",14.88,50.15,6.35,22,14,18,8,90
2024-08-30,"Helsinki","Finlande",11.38,71.81,13.88,25,15,20,10,90
2024-08-31,"Helsinki","Finlande",5.3,67.67,5.41,19,13,16,6,98
2024-09-01,"Helsinki","Finlande",2.99,53.32,5.02,16,11,13.5,5,88
2024-09-02,"Helsinki","Finlande",5.6,58.47,7.66,18,13,15.5,5,90
2024-09-03,"Helsinki","Finlande",16.45,20.16,13.35,21,14,17.5,7,90
2024-09-04,"Helsinki","Finlande",17.42,75.37,14.54,21,15,18,6,89
2024-09-05,"Helsinki","Finlande",13.89,76.04,17.65,23,15,19,8,87
2024-09-06,"Helsinki","Finlande",11.27,58.98,5.72,20,15,17.5,5,88
2024-09-07,"Helsinki","Finlande",23.48,42.78,12.67,21,14,17.5,7,85
2024-09-08,"Helsinki","Finlande",7.43,78.4,15.03,21,15,18,6,82
2024-09-09,"Helsinki","Finlande",5.46,86.15,12.64,22,14,18,8,80
2024-09-10,"Helsinki","Finlande",22.07,70.09,12.52,20,15,17.5,5,63
2024-09-11,"Helsinki","Finlande",8.87,61.87,6.2,18,15,16.5,3,89
2024-09-12,"Helsinki","Finlande",15.28,45.57,7.84,18,14,16,4,93
2024-09-13,"Helsinki","Finlande",15.22,33.32,7,17,15,16,2,99
2024-09-14,"Helsinki","Finlande",9.4,36.27,11.29,20,14,17,6,99
2024-09-15,"Helsinki","Finlande",3.12,43.46,2.47,16,12,14,4,96
2024-09-16,"Helsinki","Finlande",14.41,21.98,9.18,19,11,15,8,96
2024-09-17,"Helsinki","Finlande",16.76,11.15,8.68,20,14,17,6,91
2024-09-18,"Helsinki","Finlande",8.15,21.98,3.48,18,11,14.5,7,90
2024-09-19,"Helsinki","Finlande",9.49,24.84,3,20,11,15.5,9,89
2024-09-20,"Helsinki","Finlande",7.41,35.74,4.02,20,11,15.5,9,87
2024-09-21,"Helsinki","Finlande",2.61,54.45,1.53,16,7,11.5,9,87
2024-09-22,"Helsinki","Finlande",5.81,51.87,2.17,11,5,8,6,72
2024-09-23,"Helsinki","Finlande",7.64,51.32,3.4,14,9,11.5,5,76
2024-09-24,"Helsinki","Finlande",15.3,43.04,10.65,18,13,15.5,5,89
2024-09-25,"Helsinki","Finlande",9.47,75.6,8.68,17,14,15.5,3,81
2024-09-26,"Helsinki","Finlande",6.58,73.12,3.85,15,13,14,2,95
2024-09-27,"Helsinki","Finlande",4.72,71.51,3.47,15,13,14,2,94
2024-09-28,"Helsinki","Finlande",3.91,49.77,2.83,13,7,10,6,90
2024-09-29,"Helsinki","Finlande",2.48,50.01,3.26,11,5,8,6,90
2024-09-30,"Helsinki","Finlande",24.61,34.62,4.37,12,5,8.5,7,72
2024-10-01,"Helsinki","Finlande",20.63,36.31,3.21,11,6,8.5,5,81
2024-10-02,"Helsinki","Finlande",7.57,37.29,2.68,7,5,6,2,88
2024-10-03,"Helsinki","Finlande",10.57,37.36,3.37,11,5,8,6,93
2024-10-04,"Helsinki","Finlande",14.69,32.85,3.73,11,4,7.5,7,89
2024-10-05,"Helsinki","Finlande",11.84,43.03,2.99,12,6,9,6,90
2024-10-06,"Helsinki","Finlande",6.35,62.07,2.74,14,9,11.5,5,80
2024-10-07,"Helsinki","Finlande",7.59,44.38,3.61,11,7,9,4,85
2024-10-08,"Helsinki","Finlande",8.19,36.54,3.25,11,8,9.5,3,87
2024-10-09,"Helsinki","Finlande",3.95,43.93,1.34,10,9,9.5,1,85
2024-10-10,"Helsinki","Finlande",4.05,34.62,5.07,14,12,13,2,96
2024-10-11,"Helsinki","Finlande",3.55,57.72,4.93,15,8,11.5,7,88
2024-10-12,"Helsinki","Finlande",11.37,44.85,4.22,11,6,8.5,5,84
2024-10-13,"Helsinki","Finlande",7.59,51.79,2.57,10,6,8,4,88
2024-10-14,"Helsinki","Finlande",8.41,15.7,3.05,10,6,8,4,89
2024-10-15,"Helsinki","Finlande",9.86,23.92,4.35,8,4,6,4,87
2024-10-16,"Helsinki","Finlande",7.84,45.15,2.89,10,3,6.5,7,86
2024-10-17,"Helsinki","Finlande",6.15,52.28,3.44,12,7,9.5,5,88
2024-10-18,"Helsinki","Finlande",6.38,46.98,5.09,11,9,10,2,77
2024-10-19,"Helsinki","Finlande",8.95,44.75,5.73,12,8,10,4,81
2024-10-20,"Helsinki","Finlande",4.78,49.63,6.92,11,8,9.5,3,82
2024-10-21,"Helsinki","Finlande",5.62,49.82,8.4,12,9,10.5,3,80
2024-10-22,"Helsinki","Finlande",3.76,62.07,6.53,12,9,10.5,3,85
2024-10-23,"Helsinki","Finlande",3.97,61.41,3.56,10,7,8.5,3,82
2024-10-24,"Helsinki","Finlande",7.36,47.96,5,12,7,9.5,5,89
2024-10-25,"Helsinki","Finlande",7.44,52.4,4.06,11,7,9,4,90
2024-10-26,"Helsinki","Finlande",7.32,50.83,10.68,11,8,9.5,3,96
2024-10-27,"Helsinki","Finlande",7.34,33.59,7.3,10,8,9,2,90
2024-10-28,"Helsinki","Finlande",5.32,53.56,2.94,11,5,8,6,83
2024-10-29,"Helsinki","Finlande",7.3,52.7,2.01,6,2,4,4,84
2024-10-30,"Helsinki","Finlande",4.22,61.12,2.53,10,5,7.5,5,85
2024-10-31,"Helsinki","Finlande",10.18,47.23,1.98,6,1,3.5,5,82
2024-11-01,"Helsinki","Finlande",12.81,44.67,2.97,11,0,5.5,11,83
2024-11-02,"Helsinki","Finlande",3.73,56.71,4.43,3,1,2,2,70
2024-11-03,"Helsinki","Finlande",6.17,53.34,3.47,6,0,3,6,92
2024-11-04,"Helsinki","Finlande",10.15,47.1,3.63,3,0,1.5,3,84
2024-11-05,"Helsinki","Finlande",7.44,42.88,2.81,8,2,5,6,98
2024-11-06,"Helsinki","Finlande",6.29,36.4,3.18,9,5,7,4,92
2024-11-07,"Helsinki","Finlande",7.9,32.38,3.89,7,5,6,2,94
2024-11-08,"Helsinki","Finlande",8.48,29.2,2.84,10,5,7.5,5,85
2024-11-09,"Helsinki","Finlande",3.08,38.16,3.23,7,5,6,2,92
2024-11-10,"Helsinki","Finlande",7.37,38.81,4.66,7,4,5.5,3,95
2024-11-11,"Helsinki","Finlande",7.89,31.55,2.19,6,5,5.5,1,89
2024-11-12,"Helsinki","Finlande",8.1,29.02,2.26,6,4,5,2,89
2024-11-13,"Helsinki","Finlande",3.94,50.5,1.37,6,3,4.5,3,93
2024-11-14,"Helsinki","Finlande",7.77,47.09,3.43,6,2,4,4,89
2024-11-15,"Helsinki","Finlande",9.56,49.08,4.04,8,2,5,6,87
2024-11-16,"Helsinki","Finlande",3.71,57.74,2.41,9,5,7,4,90
2024-11-17,"Helsinki","Finlande",2.92,70.58,2.9,6,3,4.5,3,81
2024-11-18,"Helsinki","Finlande",9.18,52.19,3.65,2,0,1,2,90
2024-11-19,"Helsinki","Finlande",29.14,20.3,5.99,2,0,1,2,86
2024-11-20,"Helsinki","Finlande",7.61,39.25,0.73,4,1,2.5,3,97
2024-11-21,"Helsinki","Finlande",3.77,47.43,2.29,3,1,2,2,87
2024-11-22,"Helsinki","Finlande",8.45,53.98,3.29,0,-3,-1.5,3,84
2024-11-23,"Helsinki","Finlande",11.56,49.36,4.1,2,-2,0,4,69
2024-11-24,"Helsinki","Finlande",9.33,51.06,4.35,3,-1,1,4,87
2024-11-25,"Helsinki","Finlande",6.98,35.9,8.52,8,1,4.5,7,95
2024-11-26,"Helsinki","Finlande",10.39,36.95,10.12,8,5,6.5,3,97
2024-11-27,"Helsinki","Finlande",10.59,48.08,5.06,6,4,5,2,93
2024-11-28,"Helsinki","Finlande",14.49,40.38,3.16,5,3,4,2,94
2024-11-29,"Helsinki","Finlande",5.36,47.87,2.5,4,1,2.5,3,95
2024-11-30,"Helsinki","Finlande",6.27,47.72,3.28,6,2,4,4,96
2024-12-01,"Helsinki","Finlande",4.62,44.21,4.57,7,5,6,2,96
2024-12-02,"Helsinki","Finlande",11.52,41.68,8.59,7,6,6.5,1,87
2024-12-03,"Helsinki","Finlande",12.01,39.97,5.33,7,-2,2.5,9,96
2024-12-04,"Helsinki","Finlande",8.03,45.72,3.73,-2,-3,-2.5,1,80
2024-12-05,"Helsinki","Finlande",8.32,33.69,2.54,0,-2,-1,2,92
2024-12-06,"Helsinki","Finlande",4.06,30.43,2.91,1,0,0.5,1,93
2024-12-07,"Helsinki","Finlande",4.54,33.06,4.42,0,-1,-0.5,1,85
2024-12-08,"Helsinki","Finlande",8.98,33.17,7.35,1,-2,-0.5,3,88
2024-12-09,"Helsinki","Finlande",14.33,28.49,5.41,-2,-5,-3.5,3,95
2024-12-10,"Helsinki","Finlande",9.7,45.73,2.22,2,-3,-0.5,5,85
2024-12-11,"Helsinki","Finlande",7.85,57.36,2.82,3,-2,0.5,5,87
2024-12-12,"Helsinki","Finlande",7.55,60.9,3.01,-2,-4,-3,2,80
2024-12-13,"Helsinki","Finlande",11.07,52.82,1.99,2,-6,-2,8,75
2024-12-14,"Helsinki","Finlande",8.94,45.51,1.33,2,1,1.5,1,99
2024-12-15,"Helsinki","Finlande",8.39,46.95,4.39,1,-8,-3.5,9,93
2024-12-16,"Helsinki","Finlande",6.62,61.41,4.45,4,-2,1,6,97
2024-12-17,"Helsinki","Finlande",11.22,53.68,4.61,1,-3,-1,4,86
2024-12-18,"Helsinki","Finlande",15.67,44,3.09,0,-9,-4.5,9,89
2024-12-19,"Helsinki","Finlande",11.26,45.76,2.51,5,0,2.5,5,99
2024-12-20,"Helsinki","Finlande",9.33,55.26,3.41,5,-3,1,8,95
2024-12-21,"Helsinki","Finlande",9.5,59.12,3.33,1,-4,-1.5,5,99
2024-12-22,"Helsinki","Finlande",6.72,40.93,3.13,4,-3,0.5,7,98
2024-12-23,"Helsinki","Finlande",9.46,45.19,5.03,4,1,2.5,3,99
2024-12-24,"Helsinki","Finlande",13.27,30.52,5.28,2,-3,-0.5,5,96
2024-12-25,"Helsinki","Finlande",2.64,47.14,2.01,4,1,2.5,3,98
2024-12-26,"Helsinki","Finlande",3.45,51.87,2.61,6,2,4,4,97
2024-12-27,"Helsinki","Finlande",11.92,33.53,2.51,3,0,1.5,3,94
2024-12-28,"Helsinki","Finlande",10.32,38,1.07,5,0,2.5,5,99
2024-12-29,"Helsinki","Finlande",5.86,38.4,0.8,6,4,5,2,97
2024-12-30,"Helsinki","Finlande",5.17,63.04,2.73,5,-1,2,6,89
2024-12-31,"Helsinki","Finlande",5.2,60.99,3.6,-1,-2,-1.5,1,73
2025-01-01,"Helsinki","Finlande",6.98,56.63,2.93,0,-5,-2.5,5,98
2025-01-02,"Helsinki","Finlande",17.72,47.99,3.87,-5,-8,-6.5,3,92
2025-01-03,"Helsinki","Finlande",19.32,48.51,2.6,-4,-8,-6,4,63
2025-01-04,"Helsinki","Finlande",17.02,45.57,2.44,-4,-5,-4.5,1,84
2025-01-05,"Helsinki","Finlande",14.73,45.5,2.57,-4,-6,-5,2,95
2025-01-06,"Helsinki","Finlande",18.98,37.61,5.88,-1,-5,-3,4,93
2025-01-07,"Helsinki","Finlande",10.81,42.91,6.1,4,-1,1.5,5,98
2025-01-08,"Helsinki","Finlande",22.24,31.27,9.78,3,0,1.5,3,87
2025-01-09,"Helsinki","Finlande",12,47.85,2.16,2,-1,0.5,3,99
2025-01-10,"Helsinki","Finlande",9.02,43.55,5.72,1,-1,0,2,96
2025-01-11,"Helsinki","Finlande",7.75,42.98,2.98,-1,-4,-2.5,3,97
2025-01-12,"Helsinki","Finlande",10.34,59.5,1.52,-4,-10,-7,6,76
2025-01-13,"Helsinki","Finlande",9.56,61.06,1.95,2,-8,-3,10,94
2025-01-14,"Helsinki","Finlande",7.7,52.17,2.73,3,2,2.5,1,99
2025-01-15,"Helsinki","Finlande",12.02,54.87,1.39,2,-4,-1,6,93
2025-01-16,"Helsinki","Finlande",9.44,51.76,2.13,4,2,3,2,96
2025-01-17,"Helsinki","Finlande",10.78,43.58,3.17,3,1,2,2,95
2025-01-18,"Helsinki","Finlande",3.4,71.05,2.96,5,0,2.5,5,74
2025-01-19,"Helsinki","Finlande",4.55,48.18,2.46,3,0,1.5,3,96
2025-01-20,"Helsinki","Finlande",11.83,55.05,2.31,1,-3,-1,4,81
2025-01-21,"Helsinki","Finlande",4.35,66.5,3.25,-1,-2,-1.5,1,94
2025-01-22,"Helsinki","Finlande",10.39,30.59,4.69,2,-1,0.5,3,98
2025-01-23,"Helsinki","Finlande",10.95,33.27,5.49,2,0,1,2,99
2025-01-24,"Helsinki","Finlande",8.81,34.19,5.2,3,1,2,2,98
2025-01-25,"Helsinki","Finlande",10.18,45.58,8.62,3,1,2,2,98
2025-01-26,"Helsinki","Finlande",8.48,54.6,6.62,3,0,1.5,3,91
2025-01-27,"Helsinki","Finlande",22.06,32.45,6.84,1,0,0.5,1,98
2025-01-28,"Helsinki","Finlande",17.44,23.64,11.73,3,1,2,2,99
2025-01-29,"Helsinki","Finlande",10.46,24.26,10.62,5,2,3.5,3,98
2025-01-30,"Helsinki","Finlande",5.97,50.7,3.93,4,1,2.5,3,97
2025-01-31,"Helsinki","Finlande",9.11,37.78,3.22,3,-1,1,4,99
2025-02-01,"Helsinki","Finlande",5.39,51.85,2.42,1,-2,-0.5,3,92
2025-02-02,"Helsinki","Finlande",4.72,46.43,1.54,-2,-4,-3,2,91
2025-02-03,"Helsinki","Finlande",8.54,45.91,4.61,-5,-9,-7,4,82
2025-02-04,"Helsinki","Finlande",11.27,42.44,6.55,-6,-11,-8.5,5,78
2025-02-05,"Helsinki","Finlande",10.32,38.57,9.27,1,-4,-1.5,5,95
2025-02-06,"Helsinki","Finlande",13.99,38.58,7.22,2,-3,-0.5,5,97
2025-02-07,"Helsinki","Finlande",9.25,40.82,8.7,1,-3,-1,4,95
2025-02-08,"Helsinki","Finlande",6.34,57.26,7.82,0,-2,-1,2,88
2025-02-09,"Helsinki","Finlande",7.08,51.04,12.91,-1,-3,-2,2,86
2025-02-10,"Helsinki","Finlande",10.01,45.73,9.97,1,-3,-1,4,87
2025-02-11,"Helsinki","Finlande",11.81,37.86,4.32,1,-4,-1.5,5,95
2025-02-12,"Helsinki","Finlande",8.02,52.08,1.89,1,-4,-1.5,5,94
2025-02-13,"Helsinki","Finlande",10.72,52.26,2.68,-1,-7,-4,6,96
2025-02-14,"Helsinki","Finlande",11.78,55.12,3.46,-5,-9,-7,4,87
2025-02-15,"Helsinki","Finlande",7.6,59.82,2.62,-6,-9,-7.5,3,89
2025-02-16,"Helsinki","Finlande",10.21,54.12,5.05,-7,-11,-9,4,89
2025-02-17,"Helsinki","Finlande",19.91,45.16,4.14,-5,-10,-7.5,5,92
2025-02-18,"Helsinki","Finlande",14.76,56.3,2.24,-1,-9,-5,8,95
2025-02-19,"Helsinki","Finlande",21.16,55.2,3.27,-2,-9,-5.5,7,91
2025-02-20,"Helsinki","Finlande",25.3,53.16,3.05,1,-7,-3,8,95
2025-02-21,"Helsinki","Finlande",7.29,71.72,7.29,0,-2,-1,2,93
2025-02-22,"Helsinki","Finlande",7.85,59.4,17.36,0,-1,-0.5,1,93
2025-02-23,"Helsinki","Finlande",10.31,55.34,19.68,2,0,1,2,85
2025-02-24,"Helsinki","Finlande",18.33,53.41,35,1,0,0.5,1,94
2025-02-25,"Helsinki","Finlande",17.32,65.13,37.52,2,-1,0.5,3,92
2025-02-26,"Helsinki","Finlande",24.53,38.71,35.6,3,0,1.5,3,99
2025-02-27,"Helsinki","Finlande",16.74,36.94,7.03,2,0,1,2,99
2025-02-28,"Helsinki","Finlande",14.89,37.16,5.44,3,-1,1,4,99
2025-03-01,"Helsinki","Finlande",5.09,56.31,4.72,3,-2,0.5,5,94
2025-03-02,"Helsinki","Finlande",6.98,55.54,2.95,3,-1,1,4,94
2025-03-03,"Helsinki","Finlande",14.72,52.16,4.73,3,1,2,2,93
2025-03-04,"Helsinki","Finlande",5.2,70.92,3.89,3,1,2,2,82
2025-03-05,"Helsinki","Finlande",9.9,61.1,3.79,5,0,2.5,5,97
2025-03-06,"Helsinki","Finlande",9.37,51.02,5.47,8,2,5,6,98
2025-03-07,"Helsinki","Finlande",15.07,58.8,4.3,4,0,2,4,86
2025-03-08,"Helsinki","Finlande",9.67,66.25,16.12,8,1,4.5,7,95
2025-03-09,"Helsinki","Finlande",13.66,56.01,5.52,5,0,2.5,5,84
2025-03-10,"Helsinki","Finlande",12.92,53.73,6.72,3,1,2,2,84
2025-03-11,"Helsinki","Finlande",7.07,58.35,4.92,3,-1,1,4,91
2025-03-12,"Helsinki","Finlande",8.74,63.24,5.95,-1,-3,-2,2,80
2025-03-13,"Helsinki","Finlande",12.52,56.36,4.64,1,-2,-0.5,3,95
2025-03-14,"Helsinki","Finlande",6.36,72.3,2.59,2,-6,-2,8,78
2025-03-15,"Helsinki","Finlande",3.63,79.06,2.13,2,-4,-1,6,63
2025-03-16,"Helsinki","Finlande",3.86,71.99,2.05,2,-3,-0.5,5,69
2025-03-17,"Helsinki","Finlande",5.93,69.01,3.11,2,-5,-1.5,7,70
2025-03-18,"Helsinki","Finlande",5.94,70.41,2.09,6,-1,2.5,7,93
2025-03-19,"Helsinki","Finlande",3.44,81.55,3.16,5,0,2.5,5,77
2025-03-20,"Helsinki","Finlande",8.73,65.25,5.95,5,0,2.5,5,92
2025-03-21,"Helsinki","Finlande",12.23,66.34,5.8,5,0,2.5,5,83
2025-03-22,"Helsinki","Finlande",12.5,NA,5.28,3,-1,1,4,61
2025-03-23,"Helsinki","Finlande",10.07,NA,4.81,3,0,1.5,3,75
2025-03-24,"Helsinki","Finlande",8.93,NA,10.68,3,0,1.5,3,97
2025-03-25,"Helsinki","Finlande",14.03,NA,20.43,5,1,3,4,91
2025-03-26,"Helsinki","Finlande",12.69,NA,10.02,7,1,4,6,95
2025-03-27,"Helsinki","Finlande",10.66,NA,4.16,5,0,2.5,5,73
2025-03-28,"Helsinki","Finlande",9.77,NA,11.31,6,3,4.5,3,94
2025-03-29,"Helsinki","Finlande",10.59,NA,16.44,9,3,6,6,90
2025-03-30,"Helsinki","Finlande",15.41,NA,14.85,5,4,4.5,1,97
2025-03-31,"Helsinki","Finlande",21.42,NA,14.63,9,5,7,4,90
2025-04-01,"Helsinki","Finlande",10.19,NA,7.31,11,5,8,6,91
2025-04-02,"Helsinki","Finlande",5.6,NA,3.34,14,4,9,10,79
2025-04-03,"Helsinki","Finlande",6.84,NA,4.09,12,5,8.5,7,83
2025-04-04,"Helsinki","Finlande",2.67,NA,2.81,8,0,4,8,64
2025-04-05,"Helsinki","Finlande",3.03,NA,2.09,1,-3,-1,4,62
2025-04-06,"Helsinki","Finlande",5.24,NA,2.65,3,-3,0,6,60
2025-04-07,"Helsinki","Finlande",7.09,NA,3.01,6,-1,2.5,7,90
2025-04-08,"Helsinki","Finlande",8.23,NA,3.29,4,-2,1,6,63
2025-04-09,"Helsinki","Finlande",4.79,NA,2.67,4,-2,1,6,82
2025-04-10,"Helsinki","Finlande",4.52,NA,2.32,2,-5,-1.5,7,47
2025-04-11,"Helsinki","Finlande",5.9,NA,2.69,3,-3,0,6,94
2025-04-12,"Helsinki","Finlande",6.5,NA,3.67,7,-2,2.5,9,94
2025-04-13,"Helsinki","Finlande",10.14,NA,3.98,8,0,4,8,81
2025-04-14,"Helsinki","Finlande",11.63,NA,10.86,10,5,7.5,5,86
2025-04-15,"Helsinki","Finlande",16.13,NA,7.71,11,3,7,8,86
2025-04-16,"Helsinki","Finlande",11.39,NA,6.67,12,5,8.5,7,82
2025-04-17,"Helsinki","Finlande",13.41,NA,6.27,10,7,8.5,3,94
2025-04-18,"Helsinki","Finlande",7.68,NA,7.93,13,5,9,8,98
2025-04-19,"Helsinki","Finlande",9.47,NA,10.26,14,9,11.5,5,95
2025-04-20,"Helsinki","Finlande",3.67,NA,2.12,9,4,6.5,5,94
2025-04-21,"Helsinki","Finlande",5.09,NA,1.63,6,5,5.5,1,97
2025-04-22,"Helsinki","Finlande",10.5,NA,2.89,5,3,4,2,93
2025-04-23,"Helsinki","Finlande",7.67,NA,2.93,8,3,5.5,5,93
2025-04-24,"Helsinki","Finlande",5.81,NA,2.95,6,0,3,6,77
2025-04-25,"Helsinki","Finlande",7.5,NA,2.69,7,0,3.5,7,72
2025-04-26,"Helsinki","Finlande",2.93,NA,1.8,6,-1,2.5,7,65
2025-04-27,"Helsinki","Finlande",7.34,NA,2.58,6,-1,2.5,7,57
2025-04-28,"Helsinki","Finlande",6.4,NA,5.5,10,4,7,6,89
2025-04-29,"Helsinki","Finlande",3.7,NA,2.88,11,6,8.5,5,87
2025-04-30,"Helsinki","Finlande",8.18,NA,3.75,5,1,3,4,97
2025-05-01,"Helsinki","Finlande",6.19,NA,3.04,7,1,4,6,83
2025-05-02,"Helsinki","Finlande",10.08,NA,3.21,11,4,7.5,7,80
2025-05-03,"Helsinki",NA,6.2,NA,2.4,9,4,6.5,5,90
2025-05-04,"Helsinki","Finlande",2.32,NA,1.59,8,2,5,6,72
2025-05-05,"Helsinki","Finlande",2.05,NA,1.79,8,0,4,8,57
2025-05-06,"Helsinki","Finlande",6.62,NA,2,6,2,4,4,93
2025-05-07,"Helsinki","Finlande",4.4,NA,2.28,7,0,3.5,7,73
2025-05-08,"Helsinki","Finlande",5.33,NA,2.87,7,1,4,6,75
2025-05-09,"Helsinki","Finlande",6.84,NA,3.49,8,1,4.5,7,65
2025-05-10,"Helsinki","Finlande",6.69,NA,3.7,9,2,5.5,7,76
2025-05-11,"Helsinki","Finlande",5.08,NA,4.24,11,3,7,8,67
2025-05-12,"Helsinki","Finlande",13.15,NA,4.2,13,4,8.5,9,62
2025-05-13,"Helsinki","Finlande",17.39,NA,5.34,13,6,9.5,7,59
2025-05-14,"Helsinki","Finlande",4.23,NA,3,11,6,8.5,5,67
2025-05-15,"Helsinki","Finlande",5.66,NA,3.1,12,5,8.5,7,90
2025-05-16,"Helsinki","Finlande",5.74,NA,3.85,16,7,11.5,9,82
2025-05-17,"Helsinki","Finlande",5.99,NA,1.84,11,5,8,6,84
2025-05-18,"Helsinki","Finlande",3.81,NA,4.21,17,7,12,10,82
2025-05-19,"Helsinki","Finlande",7.43,NA,4.62,15,7,11,8,66
2025-05-20,"Helsinki","Finlande",4.11,NA,3.62,18,8,13,10,59
2025-05-21,"Helsinki","Finlande",4.53,NA,1.78,12,6,9,6,55
2025-05-22,"Helsinki","Finlande",7.81,NA,6.96,14,8,11,6,82
2025-05-23,"Helsinki","Finlande",10.33,NA,5.32,11,6,8.5,5,96
2025-05-24,"Helsinki","Finlande",11.98,NA,2.52,10,6,8,4,80
2025-05-25,"Helsinki","Finlande",7.4,NA,2.34,13,7,10,6,93
2025-05-26,"Helsinki","Finlande",7.02,NA,4.89,14,7,10.5,7,83
2025-05-27,"Helsinki","Finlande",7.72,NA,4.5,15,8,11.5,7,90
2025-05-28,"Helsinki","Finlande",12.51,NA,5.88,15,8,11.5,7,75
2025-05-29,"Helsinki","Finlande",11.33,NA,7.04,16,10,13,6,92
2025-05-30,"Helsinki","Finlande",4.47,NA,7.96,16,10,13,6,86
2025-05-31,"Helsinki","Finlande",2.25,NA,3.25,15,9,12,6,92
2023-09-01,"Hong Kong","Chine",6.12,60.39,3.41,28.9,25.1,27,3.8,80.2
2023-09-02,"Hong Kong","Chine",9.13,85.63,5.57,27.7,25.7,26.5,2,89.8
2023-09-03,"Hong Kong","Chine",41.24,34.83,7.26,32.2,27,29.4,5.2,75.2
2023-09-04,"Hong Kong","Chine",60.43,76.18,21.55,33.9,27.5,30.2,6.4,74.1
2023-09-05,"Hong Kong","Chine",50.48,47.71,18.55,31.3,28.1,29.6,3.2,70.7
2023-09-06,"Hong Kong","Chine",44.24,75.39,16.63,31.9,27.1,29.6,4.8,73.3
2023-09-07,"Hong Kong","Chine",36.7,46.2,8.76,30,26,27.7,4,87.4
2023-09-08,"Hong Kong","Chine",14.73,67.02,0.8,26.9,25.1,26.1,1.8,91.9
2023-09-09,"Hong Kong","Chine",25.42,63.25,5.15,27.6,25.7,26.5,1.9,87.4
2023-09-10,"Hong Kong","Chine",22.63,26.01,4.96,27,25,26,2,89.5
2023-09-11,"Hong Kong","Chine",29.06,23.8,4.77,29.6,25.9,27.1,3.7,88
2023-09-12,"Hong Kong","Chine",29.37,25.2,4.25,30.6,25.9,27.8,4.7,84.4
